gene_id	wart_change	wart_before	wart_after	p_inter_treatment	p_same_treatment	tes	tes_curve_r2	tes_curve_coeff	average_expression	cannonical_mods	wam_before	wam_after	wam_change
PF3D7_0900100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0900200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0900300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0900400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0900500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0900600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0900700.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0900900.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0901000.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0901100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0901200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0901300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0901400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0901500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0901600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0901700.1	2.0177656281750735	0.17265916926497143	0.34838573713212145	4.474239067268634e-13	0.035885058897323976	81220	[np.float64(0.9498384190680554), np.float64(0.9573520495145561), np.float64(0.9511057036837638), np.float64(0.9234023425055529)]	[np.float64(15.496914995845078), np.float64(16.056455778069196), np.float64(6.222329410373416), np.float64(6.907691785894973)]	220	[81318, 81373, 81439, 81477]	0.6577777777777778	0.2745664739884393	0.41741524761755977
PF3D7_0901800.1	3.799357356763558	0.15645292207792208	0.5944205604839089	3.37783449220071e-22	1.9823772308824724e-05	85966	[np.float64(0.8423592731321946), np.float64(0.7695282717868493), np.float64(0.9663760143565169), np.float64(0.884355445796541)]	[np.float64(0.1612991944483439), np.float64(0.204085736533002), np.float64(0.30541109214950285), np.float64(0.2123597122894833)]	70	[85883, 85892]	0.7692307692307693	0.2981651376146789	0.3876146788990825
PF3D7_0901900.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	34	[85981]	0.0	0.0	0.0
PF3D7_0902000.1	1.3833611006782087	0.17640152474928805	0.2440270074384894	0.01662226028439228	0.05907773297243302	88941	[np.float64(0.9425868670977071), np.float64(0.8692359826499401), np.float64(0.9435801284149334), np.float64(0.917154714979498)]	[np.float64(5.319545411876489), np.float64(7.683087824869216), np.float64(2.33732324441186), np.float64(4.518681937244136)]	169	[88904, 88953, 89019, 89142]	0.7233009708737864	0.31861804222648754	0.4405054811990365
PF3D7_0902100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	7	[]	0.0	0.0	0.0
PF3D7_0902200.1	2.1019885617248737	0.17477903368546047	0.3673835296361643	4.664149617298057e-07	0.06337671627059552	97594	[np.float64(0.9709960317074666), np.float64(0.9599179857364266), np.float64(0.9742014253405592), np.float64(0.9680701688900825)]	[np.float64(8.641339168724718), np.float64(4.818548182970531), np.float64(8.578945953312802), np.float64(4.776000412335622)]	122	[97635]	0.8481012658227848	0.611842105263158	0.7214257659073057
PF3D7_0902300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	8	[]	0.0	0.0	0.0
PF3D7_0902400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	16	[106063]	0.0	0.0	0.0
PF3D7_0902500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	4	[]	0.0	0.0	0.0
PF3D7_0902600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	33	[113142]	0.0	0.0	0.0
PF3D7_0902800.1	1.5080068014341905	0.12106539068245695	0.18256743256743255	0.007751552858384812	0.3373529755519376	121203	[np.float64(0.9420125977202084), np.float64(0.9136912926085777), np.float64(0.9430270315773551), np.float64(0.9568682174217189)]	[np.float64(8.031208656516805), np.float64(9.0688848892521), np.float64(2.092377477775093), np.float64(6.1098424444985335)]	217	[121409]	0.9322799097065463	0.6745562130177514	0.7235554536727938
PF3D7_0902900.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0903000.1	1.1232416472967108	0.16202515161662387	0.18199339820535593	0.5028013299312265	0.2778153052381648	130062	[np.float64(0.9231769102361992), np.float64(0.8295030473772343), np.float64(0.8383072557967984), np.float64(0.7850205429245452)]	[np.float64(0.05371256741554565), np.float64(0.1417572793037534), np.float64(0.0755581240682391), np.float64(0.11667767958784041)]	86	[129966]	0.6590909090909091	0.2897196261682243	0.4395746052207541
PF3D7_0903100.1	1.319897773679321	0.1679382434670461	0.22166131366776992	0.02531556359226632	0.8534437310645939	129767	[np.float64(0.9810649181996441), np.float64(0.9795028688878316), np.float64(0.9626668285759824), np.float64(0.9706927257181487)]	[np.float64(6.400808181584581), np.float64(5.451525555550316), np.float64(6.714846790356213), np.float64(13.545503891328574)]	318	[129910, 129689]	0.6005361930294906	0.33663366336633666	0.5605551626591231
PF3D7_0903200.1	2.911878893642119	0.08905703362338874	0.2593232965383222	7.270450312177159e-162	0.029448127087290703	133076	[np.float64(0.9642964370631236), np.float64(0.9596236572884177), np.float64(0.9789284681785091), np.float64(0.9775857985697756)]	[np.float64(31.402552591923982), np.float64(13.103353604655672), np.float64(9.923353187813161), np.float64(23.54617524059984)]	2418	[133140, 133211]	0.9102614896988908	0.6116358658453114	0.6719342439145009
PF3D7_0903300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	22	[151034]	0.0	0.0	0.0
PF3D7_0903400.1	3.1990173427138213	0.03416758817702214	0.10930270713699754	1.4356436730294402e-09	0.849400377429013	151297	[np.float64(0.9406301470586176), np.float64(0.9730609366403876), np.float64(0.9637284244327001), np.float64(0.9635749426638468)]	[np.float64(32.395351084212436), np.float64(29.004902067745334), np.float64(21.690919246275325), np.float64(36.37765203933093)]	278	[151382]	0.896887159533074	0.4826666666666666	0.5381576283441792
PF3D7_0903500.1	2.9340250860313186	0.21598502304147466	0.633705475810739	3.1102425252709082e-12	0.04120574624693886	167377	[np.float64(0.9908290239775457), np.float64(0.9401596042019267), np.float64(0.9482357857870767), np.float64(0.9630703799903741)]	[np.float64(0.29434797139448093), np.float64(0.24623328429875924), np.float64(0.9418257039343453), np.float64(0.9897145619179333)]	52	[167264, 167274]	0.8592964824120604	0.373015873015873	0.4340944954980043
PF3D7_0903600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	7	[]	0.0	0.0	0.0
PF3D7_0903700.1	2.1259070637370248	0.680042488170907	1.4457071292438333			178729	[inf, inf, np.float64(0.9461171947485695), np.float64(0.9771184904170979)]	[np.float64(4.899763660511795), np.float64(1.6227513200281893), np.float64(0.8774644396162036), np.float64(0.9630857070015288)]	353	[]	0.0	0.0	0.0
PF3D7_0903800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[178690, 178742, 178802]	0.0	0.0	0.0
PF3D7_0903900.1	2.1753322843930554	0.1960450729420672	0.42646317636707015	7.478822505482481e-129	0.33994421158287547	186617	[np.float64(0.8061788424910865), np.float64(0.7922133203900003), np.float64(0.842393843715085), np.float64(0.668362151590945)]	[np.float64(0.17241850718591273), np.float64(0.16167302382102378), np.float64(0.07602850597066511), np.float64(0.12940701871546006)]	1728	[186540, 186559, 186648]	0.8324559395742732	0.40920546491577137	0.49156411224003443
