gene_id	wart_change	wart_before	wart_after	p_inter_treatment	p_same_treatment	tes	tes_curve_r2	tes_curve_coeff	average_expression	cannonical_mods	wam_before	wam_after	wam_change
PF3D7_0800100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	2	[]	0.0	0.0	0.0
PF3D7_0800200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0800300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0800400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0800500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0800600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0800700.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0800800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0801000.1	2.0358946584709083	0.14291629027401387	0.2909625119773427	9.723555126008536e-11	0.5735484785039037	84022	[np.float64(0.8930000388132832), np.float64(0.8651114389777759), np.float64(0.9676792342805124), np.float64(0.9758438183612483)]	[np.float64(2.4353653078479525), np.float64(2.9310587913879904), np.float64(2.026812214020912), np.float64(2.589918181513625)]	233	[84118, 84221]	0.864516129032258	0.4114285714285714	0.4759061833688699
PF3D7_0801300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	1	[]	0.0	0.0	0.0
PF3D7_0801400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	2	[]	0.0	0.0	0.0
PF3D7_0801500.1	1.2314402775836655	0.05100967084865528	0.06281536322931947	0.8996251442001283	0.6089967527159816	106200	[np.float64(0.984651550741543), np.float64(0.9667269453166144), np.float64(0.9895074437617274), np.float64(0.9796920270190581)]	[np.float64(58.309602698693205), np.float64(7.183332653433423), np.float64(118.49890943984718), np.float64(126.69443732641088)]	156	[106274]	0.9740932642487048	0.8106995884773662	0.8322607477453812
PF3D7_0801600.1	0.7563162740738917	0.011500794571688022	0.008698238099348323	0.9762246243941941	0.8579351602453472	108926	[np.float64(0.9566035920080774), np.float64(0.9651253425733173), np.float64(0.9724062648349829), np.float64(0.9655319766255179)]	[np.float64(13.776552497112064), np.float64(29.47992023634271), np.float64(9.334178186984138), np.float64(3.7929663706900483)]	146	[109016, 109025]	0.8177083333333334	0.41428571428571426	0.5066424021838034
PF3D7_0801700.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	27	[118255]	0.0	0.0	0.0
PF3D7_0801800.1	2.4109915114384344	0.015782425385468934	0.03805129363427606	0.000333969842837048	0.774281641231026	118115	[np.float64(0.9270055347335724), np.float64(0.9492093377088606), np.float64(0.9741320881894436), np.float64(0.963135413524372)]	[np.float64(28.786797669971364), np.float64(12.25463319835953), np.float64(56.69890144690691), np.float64(22.84336165450505)]	508	[118170, 118214]	0.9256299938537185	0.5716666666666667	0.6175973882248783
PF3D7_0801900.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	3	[]	0.0	0.0	0.0
PF3D7_0802000.1	2.0097918301766073	0.6091965832036629	1.2243583158942255	0.0		151007	[np.float64(0.8198623356313952), np.float64(0.8349793340841446), np.float64(0.9249665891674203), np.float64(0.8639946745712382)]	[np.float64(0.5763487531187128), np.float64(0.8149168558133475), np.float64(0.08071560871509309), np.float64(0.11332438545278031)]	1007	[150570, 151081, 151384, 151510, 151543, 151558, 151049]	0.7995722578673998	0.39501615136132906	0.49403433832847926
PF3D7_0802100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	10	[151597]	0.0	0.0	0.0
