gene_id	wart_change	wart_before	wart_after	p_inter_treatment	p_same_treatment	tes	tes_curve_r2	tes_curve_coeff	average_expression	cannonical_mods	wam_before	wam_after	wam_change
PF3D7_0100100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0100200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0100300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0100400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0100600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0100700.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0100800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0100900.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0101000.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0101100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0101200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0101300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	1	[]	0.0	0.0	0.0
PF3D7_0101600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0101800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0101900.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0102200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	3	[]	0.0	0.0	0.0
PF3D7_0102300.1	1.941979161172559	0.09267283966240186	0.17996872343107023	1.4075372959914645e-12	0.4194703002474367	105767	[np.float64(0.7501569790173184), np.float64(0.7721796726250769), np.float64(0.9317286999990833), np.float64(0.9567954745451027)]	[np.float64(0.0817190128315768), np.float64(0.14997567922960706), np.float64(0.03421899762098642), np.float64(0.02966010816626381)]	571	[105706]	0.8170055452865065	0.5611111111111111	0.6867898441427853
PF3D7_0102500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	1	[]	0.0	0.0	0.0
PF3D7_0102600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	21	[118529]	0.0	0.0	0.0
PF3D7_0102700.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	20	[126020, 126041]	0.0	0.0	0.0
PF3D7_0102800.1	3.482744678988001	0.05904055269397433	0.2056231707394498	6.566548015549652e-06	0.7119205351197776	126021	[np.float64(0.9124676781272902), np.float64(0.8492848212202665), np.float64(0.937733441860276), np.float64(0.9246889526552574)]	[np.float64(10.532780956361833), np.float64(3.509403145644117), np.float64(8.824706072492306), np.float64(12.116834017592385)]	81	[126120, 126180, 128604, 128634, 128715]	0.875	0.6094609460946094	0.6965267955366965
PF3D7_0102900.1	0.9571229786175443	0.1254691132779245	0.12008937142506917	0.9507592133322575	0.8031603963617838	128562	[np.float64(0.9431650614815442), np.float64(0.9461907502938212), np.float64(0.95779332187908), np.float64(0.9529686882506185)]	[np.float64(2.664840580542957), np.float64(1.5500005785276203), np.float64(3.506303663486501), np.float64(3.2054410589802247)]	1005	[128604, 128634, 128715]	0.8753275926619244	0.6147978642257819	0.7023631716625591
PF3D7_0103000.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[134061]	0.0	0.0	0.0
PF3D7_0103100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[134061, 140255, 139998, 140697]	0.0	0.0	0.0
PF3D7_0103200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	20	[140255, 143452, 143498, 139998, 140697]	0.0	0.0	0.0
PF3D7_0103300.1	1.720435576949512	0.16557459677419356	0.2848604269293925	0.0009420125266136544	0.008738767568186322	143378	[np.float64(0.9329761914329217), np.float64(0.9779781668407519), np.float64(0.9395818324821957), np.float64(0.9673870760185352)]	[np.float64(8.541446302704207), np.float64(6.796895046228312), np.float64(1.3027783081780815), np.float64(10.059158595376095)]	62	[143452, 143498, 147235, 147374, 147385]	0.84	0.3895131086142322	0.46370608168360977
PF3D7_0103400.1	1.463871307492097	0.22596666824297035	0.3307861220904699	0.0539342284485747	0.2571659815081847	147243	[np.float64(0.953573609306075), np.float64(0.9444716503641726), np.float64(0.8802728908131692), np.float64(0.9546643370844011)]	[np.float64(1.0298778734296101), np.float64(1.5112196500229889), np.float64(1.6939804333378905), np.float64(1.62751463164547)]	95	[147235, 147374, 147385]	0.8733624454148471	0.4672131147540984	0.5349590163934427
PF3D7_0103500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	1	[]	0.0	0.0	0.0
PF3D7_0103600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	2	[166516]	0.0	0.0	0.0
PF3D7_0103700.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	12	[166516, 168781, 169086]	0.0	0.0	0.0
PF3D7_0103800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	4	[]	0.0	0.0	0.0
