gene_id	wart_change	wart_before	wart_after	p_inter_treatment	p_same_treatment	tes	tes_curve_r2	tes_curve_coeff	average_expression	cannonical_mods	wam_before	wam_after	wam_change
PF3D7_0102300.1	1.941979161172559	0.09267283966240186	0.17996872343107023	1.4075372959914645e-12	0.4194703002474367	105767	[np.float64(0.7501569790173184), np.float64(0.7721796726250769), np.float64(0.9317286999990833), np.float64(0.9567954745451027)]	[np.float64(0.0817190128315768), np.float64(0.14997567922960706), np.float64(0.03421899762098642), np.float64(0.02966010816626381)]	571	[105706]	0.8170055452865065	0.5611111111111111	0.6867898441427853
PF3D7_0102900.1	0.9571229786175443	0.1254691132779245	0.12008937142506917	0.9507592133322575	0.8031603963617838	128562	[np.float64(0.9431650614815442), np.float64(0.9461907502938212), np.float64(0.95779332187908), np.float64(0.9529686882506185)]	[np.float64(2.664840580542957), np.float64(1.5500005785276203), np.float64(3.506303663486501), np.float64(3.2054410589802247)]	1005	[128604, 128634, 128715]	0.8753275926619244	0.6147978642257819	0.7023631716625591
PF3D7_0104200.1	6.080794504595993	0.006237611140403055	0.03792963154436964	2.978827014511041e-13	0.02334226248964716	180990	[inf, inf, inf, inf]	[np.float64(0.8838416488915005), np.float64(0.6774051471636695), np.float64(0.3757034402912688), np.float64(0.9789009580560439)]	611	[182046, 182055]	0.7877300613496931	0.3354007633587786	0.4257813428931536
PF3D7_0104500.1	1.7365129119753264	0.09212495708132952	0.1599761774869015	1.3251782327655904e-12	0.568029697759823	204279	[np.float64(0.978587867408592), np.float64(0.9820915062038357), np.float64(0.9487646194958778), np.float64(0.9795644271192463)]	[np.float64(46.70908128752926), np.float64(52.46466902385394), np.float64(63.13740402523113), np.float64(29.09038809207276)]	801	[204398, 204420, 204291]	0.8099125364431488	0.44972324723247237	0.5552738437751549
PF3D7_0106300.1	1.3027298888281642	0.10235110511658892	0.13333584378997362	0.12348998058925988	0.9490258314334162	264702	[np.float64(0.9496808042975056), np.float64(0.9533957533691941), np.float64(0.9444072322572379), np.float64(0.9362583483548854)]	[np.float64(31.948968948518957), np.float64(22.06591353508871), np.float64(20.581563951600604), np.float64(31.074806859141088)]	406	[264811]	0.9868073878627968	0.8875	0.8993649732620321
PF3D7_0107000.1	1.087732702770673	0.2787608739290911	0.3032173188256051	0.43281676997779633	0.44374994746798335	295139	[np.float64(0.6972984190888607), np.float64(0.8220403272535577), np.float64(0.7792948909238129), np.float64(0.7720794217656535)]	[np.float64(0.149923724471572), np.float64(0.21156723600201519), np.float64(0.07749229702650241), np.float64(0.07410248849616143)]	377	[292952, 292956, 292967, 295060, 295111]	0.849802371541502	0.4651162790697675	0.5473228772309358
PF3D7_0108000.1	1.9989560362491081	0.03844474039568189	0.07684934587597823	7.059859849680381e-13	0.18982517387477643	328162	[np.float64(0.9643028311514699), np.float64(0.9696454998275253), np.float64(0.9629322954667271), np.float64(0.9727079156390334)]	[np.float64(15.478915177924165), np.float64(13.097580581155299), np.float64(24.49142530678827), np.float64(26.967812800415505)]	1175	[328225, 328244, 328084]	0.8234806629834254	0.49926650366748165	0.60628807221613
PF3D7_0109400.1	1.7644866326312612	0.05019522921079874	0.08856881096431658	1.1070384787266982e-08	0.09106432894584214	373847	[np.float64(0.9593976433619297), np.float64(0.9438001267240623), np.float64(0.9827230358180834), np.float64(0.9796582516053072)]	[np.float64(17.013892061900357), np.float64(3.04403832219835), np.float64(14.526768096256545), np.float64(13.92265702596514)]	956	[373978, 373986, 374164, 375708, 375821, 375891, 375907]	0.7739641311069884	0.40310633213859015	0.5208333512330006
PF3D7_0110700.1	2.8096011027548435	0.06810035949016316	0.19133484512156368	8.84118197040231e-25	0.13374471948821215	413062	[np.float64(0.9911584388709663), np.float64(0.9805161463125762), np.float64(0.9919722967385134), np.float64(0.9358627330725393)]	[np.float64(88.25447760231857), np.float64(9.070890456272073), np.float64(95.76288555134308), np.float64(30.118112492496884)]	518	[413151, 413162]	0.8258373205741627	0.3333333333333333	0.40363074546156813
PF3D7_0203400.1	3.0062927425752535	0.04403875490942984	0.13239338927626926	1.7644434700340976e-32	0.028979892405354455	161552	[np.float64(0.9845652189319484), np.float64(0.987671433304705), np.float64(0.8315003893717665), np.float64(0.3914308277704004)]	[np.float64(213.36140232696675), np.float64(332.60391431917446), np.float64(204.9060274257451), np.float64(1.7580061853638556)]	826	[161175, 161617, 161629]	0.8727068513665295	0.5891126025354213	0.6750406526692879
