Pf3D7_01_v3	105605	+
Pf3D7_01_v3	105627	+
Pf3D7_01_v3	105687	+
Pf3D7_01_v3	105707	+
Pf3D7_01_v3	105719	+
Pf3D7_01_v3	126373	-
Pf3D7_01_v3	128716	-
Pf3D7_01_v3	140316	-
Pf3D7_01_v3	225014	-
Pf3D7_01_v3	255104	+
Pf3D7_01_v3	326414	+
Pf3D7_01_v3	333114	+
Pf3D7_01_v3	374266	-
Pf3D7_01_v3	388987	-
Pf3D7_01_v3	393347	-
Pf3D7_01_v3	413366	-
Pf3D7_01_v3	420014	+
Pf3D7_01_v3	420073	+
Pf3D7_01_v3	438921	+
Pf3D7_01_v3	449414	+
Pf3D7_01_v3	449448	+
Pf3D7_01_v3	449502	+
Pf3D7_01_v3	449518	+
Pf3D7_01_v3	449564	+
Pf3D7_02_v3	102469	-
Pf3D7_02_v3	102484	-
Pf3D7_02_v3	102521	-
Pf3D7_02_v3	102536	-
Pf3D7_02_v3	128762	+
Pf3D7_02_v3	128791	+
Pf3D7_02_v3	141651	+
Pf3D7_02_v3	141752	+
Pf3D7_02_v3	141787	+
Pf3D7_02_v3	161618	-
Pf3D7_02_v3	161630	-
Pf3D7_02_v3	182081	-
Pf3D7_02_v3	197615	-
Pf3D7_02_v3	232732	+
Pf3D7_02_v3	360248	+
Pf3D7_02_v3	388552	+
Pf3D7_02_v3	388753	+
Pf3D7_02_v3	403826	-
Pf3D7_02_v3	444778	+
Pf3D7_02_v3	477547	+
Pf3D7_02_v3	477616	+
Pf3D7_02_v3	536337	+
Pf3D7_02_v3	544066	+
Pf3D7_02_v3	544193	+
Pf3D7_02_v3	628939	+
Pf3D7_02_v3	628975	+
Pf3D7_02_v3	644698	-
Pf3D7_02_v3	664521	-
Pf3D7_02_v3	664604	-
Pf3D7_02_v3	664620	-
Pf3D7_02_v3	668555	-
Pf3D7_02_v3	706180	-
Pf3D7_02_v3	735260	-
Pf3D7_02_v3	749088	+
Pf3D7_02_v3	753574	+
Pf3D7_02_v3	753749	+
Pf3D7_02_v3	753757	+
Pf3D7_02_v3	776309	+
Pf3D7_02_v3	776614	+
Pf3D7_02_v3	776623	+
Pf3D7_02_v3	808839	-
Pf3D7_02_v3	812048	-
Pf3D7_02_v3	812128	-
Pf3D7_02_v3	812164	-
Pf3D7_02_v3	812200	-
Pf3D7_02_v3	812274	-
Pf3D7_02_v3	812310	-
Pf3D7_02_v3	812346	-
Pf3D7_02_v3	837393	+
Pf3D7_02_v3	862890	-
Pf3D7_03_v3	146022	+
Pf3D7_03_v3	151641	-
Pf3D7_03_v3	151684	-
Pf3D7_03_v3	174789	-
Pf3D7_03_v3	174792	-
Pf3D7_03_v3	218795	+
Pf3D7_03_v3	218804	+
Pf3D7_03_v3	218882	-
Pf3D7_03_v3	218889	-
Pf3D7_03_v3	218950	-
Pf3D7_03_v3	286783	-
Pf3D7_03_v3	305504	-
Pf3D7_03_v3	311990	+
Pf3D7_03_v3	312011	+
Pf3D7_03_v3	312171	+
Pf3D7_03_v3	312499	-
Pf3D7_03_v3	322386	-
Pf3D7_03_v3	361897	-
Pf3D7_03_v3	408625	+
Pf3D7_03_v3	408638	+
Pf3D7_03_v3	408655	+
Pf3D7_03_v3	408669	+
Pf3D7_03_v3	413894	+
Pf3D7_03_v3	421773	+
Pf3D7_03_v3	421786	+
Pf3D7_03_v3	446770	+
Pf3D7_03_v3	460731	-
Pf3D7_03_v3	463730	+
Pf3D7_03_v3	523283	-
Pf3D7_03_v3	523315	-
Pf3D7_03_v3	537443	-
Pf3D7_03_v3	554724	-
Pf3D7_03_v3	554894	-
Pf3D7_03_v3	562942	+
Pf3D7_03_v3	563175	+
Pf3D7_03_v3	585354	+
Pf3D7_03_v3	658720	+
Pf3D7_03_v3	659555	+
Pf3D7_03_v3	668804	-
Pf3D7_03_v3	668815	-
Pf3D7_03_v3	668822	-
Pf3D7_03_v3	682584	-
Pf3D7_03_v3	716123	-
Pf3D7_03_v3	736865	-
Pf3D7_03_v3	808105	+
Pf3D7_03_v3	808115	+
Pf3D7_03_v3	814709	+
Pf3D7_03_v3	847551	+
Pf3D7_03_v3	847559	+
Pf3D7_03_v3	848251	+
Pf3D7_03_v3	876793	+
Pf3D7_03_v3	886740	-
Pf3D7_03_v3	886823	-
Pf3D7_03_v3	928353	-
Pf3D7_03_v3	928369	-
Pf3D7_03_v3	965017	-
Pf3D7_03_v3	965044	-
Pf3D7_03_v3	965242	-
Pf3D7_03_v3	965258	-
Pf3D7_03_v3	968279	-
Pf3D7_03_v3	976184	+
Pf3D7_04_v3	1000787	+
Pf3D7_04_v3	1020351	-
Pf3D7_04_v3	1020429	-
Pf3D7_04_v3	1027803	+
Pf3D7_04_v3	1027809	+
Pf3D7_04_v3	1048311	-
Pf3D7_04_v3	1048323	-
Pf3D7_04_v3	147085	-
Pf3D7_04_v3	147095	-
Pf3D7_04_v3	239707	+
Pf3D7_04_v3	268720	-
Pf3D7_04_v3	316065	+
Pf3D7_04_v3	316088	+
Pf3D7_04_v3	330164	+
Pf3D7_04_v3	330167	+
Pf3D7_04_v3	330185	+
Pf3D7_04_v3	330196	+
Pf3D7_04_v3	364457	+
Pf3D7_04_v3	367842	+
Pf3D7_04_v3	367855	+
Pf3D7_04_v3	403113	-
Pf3D7_04_v3	403127	-
Pf3D7_04_v3	403147	-
Pf3D7_04_v3	403353	-
Pf3D7_04_v3	427845	+
Pf3D7_04_v3	427856	+
Pf3D7_04_v3	458165	+
Pf3D7_04_v3	461556	+
Pf3D7_04_v3	512642	+
Pf3D7_04_v3	519636	-
Pf3D7_04_v3	540071	-
Pf3D7_04_v3	619149	-
Pf3D7_04_v3	648472	-
Pf3D7_04_v3	672104	-
Pf3D7_04_v3	689518	-
Pf3D7_04_v3	692750	-
Pf3D7_04_v3	697275	-
Pf3D7_04_v3	697386	-
Pf3D7_04_v3	722631	-
Pf3D7_04_v3	727208	+
Pf3D7_04_v3	731486	+
Pf3D7_04_v3	776988	-
Pf3D7_04_v3	872721	+
Pf3D7_04_v3	894283	-
Pf3D7_04_v3	894294	-
Pf3D7_04_v3	930123	-
Pf3D7_04_v3	930367	+
Pf3D7_05_v3	101478	-
Pf3D7_05_v3	1044084	+
Pf3D7_05_v3	1120435	-
Pf3D7_05_v3	1124845	+
Pf3D7_05_v3	1124858	+
Pf3D7_05_v3	1135694	-
Pf3D7_05_v3	1145456	+
Pf3D7_05_v3	1163132	-
Pf3D7_05_v3	1163138	-
Pf3D7_05_v3	1163145	-
Pf3D7_05_v3	1174194	+
Pf3D7_05_v3	1176392	-
Pf3D7_05_v3	1177060	+
Pf3D7_05_v3	1177077	+
Pf3D7_05_v3	1178152	-
Pf3D7_05_v3	1178164	-
Pf3D7_05_v3	1192818	+
Pf3D7_05_v3	1254053	-
Pf3D7_05_v3	1293133	+
Pf3D7_05_v3	1302030	+
Pf3D7_05_v3	1310166	+
Pf3D7_05_v3	141831	+
Pf3D7_05_v3	142299	+
Pf3D7_05_v3	142317	+
Pf3D7_05_v3	165299	-
Pf3D7_05_v3	165383	-
Pf3D7_05_v3	208944	+
Pf3D7_05_v3	247076	+
Pf3D7_05_v3	251852	-
Pf3D7_05_v3	251885	-
Pf3D7_05_v3	251935	-
Pf3D7_05_v3	253198	-
Pf3D7_05_v3	291377	-
Pf3D7_05_v3	292398	-
Pf3D7_05_v3	337159	-
Pf3D7_05_v3	388370	-
Pf3D7_05_v3	388381	-
Pf3D7_05_v3	388500	-
Pf3D7_05_v3	405938	+
Pf3D7_05_v3	405949	+
Pf3D7_05_v3	467456	-
Pf3D7_05_v3	520313	-
Pf3D7_05_v3	528698	-
Pf3D7_05_v3	528722	-
Pf3D7_05_v3	528907	+
Pf3D7_05_v3	533297	-
Pf3D7_05_v3	539257	-
Pf3D7_05_v3	542838	-
Pf3D7_05_v3	546401	+
Pf3D7_05_v3	568532	+
Pf3D7_05_v3	568536	+
Pf3D7_05_v3	568755	-
Pf3D7_05_v3	568775	-
Pf3D7_05_v3	569094	-
Pf3D7_05_v3	57077	+
Pf3D7_05_v3	584957	-
Pf3D7_05_v3	584967	-
Pf3D7_05_v3	586590	-
Pf3D7_05_v3	625855	+
Pf3D7_05_v3	65747	+
Pf3D7_05_v3	65782	+
Pf3D7_05_v3	675703	-
Pf3D7_05_v3	70528	+
Pf3D7_05_v3	712407	-
Pf3D7_05_v3	724077	-
Pf3D7_05_v3	727949	+
Pf3D7_05_v3	758210	-
Pf3D7_05_v3	758258	-
Pf3D7_05_v3	759644	-
Pf3D7_05_v3	791139	-
Pf3D7_05_v3	819652	+
Pf3D7_05_v3	835004	-
Pf3D7_05_v3	835024	-
Pf3D7_05_v3	839459	-
Pf3D7_05_v3	841516	-
Pf3D7_05_v3	843271	-
Pf3D7_05_v3	858630	+
Pf3D7_05_v3	859296	+
Pf3D7_05_v3	859301	+
Pf3D7_05_v3	869852	-
Pf3D7_05_v3	954958	-
Pf3D7_05_v3	976285	-
Pf3D7_05_v3	976306	-
Pf3D7_05_v3	980321	+
Pf3D7_06_v3	1072555	-
Pf3D7_06_v3	1072566	-
Pf3D7_06_v3	1073257	-
Pf3D7_06_v3	1073270	-
Pf3D7_06_v3	1076496	+
Pf3D7_06_v3	1081589	+
Pf3D7_06_v3	1081593	+
Pf3D7_06_v3	1081679	+
Pf3D7_06_v3	1081781	+
Pf3D7_06_v3	1081786	+
Pf3D7_06_v3	1081946	+
Pf3D7_06_v3	1082019	+
Pf3D7_06_v3	1096752	-
Pf3D7_06_v3	1096769	-
Pf3D7_06_v3	1096818	-
Pf3D7_06_v3	1101430	+
Pf3D7_06_v3	1101455	+
Pf3D7_06_v3	1101609	-
Pf3D7_06_v3	1101622	-
Pf3D7_06_v3	1112195	+
Pf3D7_06_v3	1112210	+
Pf3D7_06_v3	1170516	-
Pf3D7_06_v3	1193940	-
Pf3D7_06_v3	1193973	-
Pf3D7_06_v3	1199439	-
Pf3D7_06_v3	1201459	-
Pf3D7_06_v3	1203168	+
Pf3D7_06_v3	1203214	+
Pf3D7_06_v3	1213114	+
Pf3D7_06_v3	1299918	+
Pf3D7_06_v3	130332	+
Pf3D7_06_v3	153685	+
Pf3D7_06_v3	204237	-
Pf3D7_06_v3	204271	-
Pf3D7_06_v3	264970	-
Pf3D7_06_v3	265137	-
Pf3D7_06_v3	287274	+
Pf3D7_06_v3	290254	-
Pf3D7_06_v3	312418	-
Pf3D7_06_v3	334901	-
Pf3D7_06_v3	334913	-
Pf3D7_06_v3	335002	-
Pf3D7_06_v3	341668	-
Pf3D7_06_v3	341725	-
Pf3D7_06_v3	349660	-
