gene_id	wart_change	wart_before	wart_after	p_inter_treatment	p_same_treatment	tes	tes_curve_r2	tes_curve_coeff	average_expression	cannonical_mods	wam_before	wam_after	wam_change
PF3D7_0500100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	14	[]	0.0	0.0	0.0
PF3D7_0500400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0500500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0500800.1	1.7647922331006665	0.3439866953487951	0.6070650482415187	0.0008058425085859108	0.1385659818116914	42328	[np.float64(0.905060157656555), np.float64(0.8306444930632664), np.float64(0.9581041679166574), np.float64(0.9443739359544039)]	[np.float64(2.2473543249878927), np.float64(2.1619223804637), np.float64(45.69793555952076), np.float64(34.000997780447946)]	59	[42359, 42370, 42462]	0.7867298578199051	0.515625	0.6554028614457832
PF3D7_0500900.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	10	[]	0.0	0.0	0.0
PF3D7_0501000.1	1.2372177059737386	0.13590794285368576	0.16814771328104705	6.339690722030307e-15	0.07641689579414004	57305	[np.float64(0.9709960284257948), np.float64(0.9662701422207837), np.float64(0.9642696270168521), np.float64(0.9673481066130494)]	[np.float64(0.04264933680208553), np.float64(0.04398922863021099), np.float64(0.02915561845243637), np.float64(0.02820907447949762)]	5076	[57076, 57243, 57343]	0.7756495353688602	0.44199047553316306	0.5698327084318751
PF3D7_0501100.2	3.5130383582037927	0.11202205773490917	0.3935377857876558	9.217826936683617e-30	0.00871290123424769	57548	[np.float64(0.9566393852342089), np.float64(0.9545872948475179), np.float64(0.9823406807092147), np.float64(0.975665893508322)]	[np.float64(9.464991097178345), np.float64(8.695302557798303), np.float64(10.836953147307629), np.float64(8.607207319223367)]	213	[57614, 57644]	0.8850806451612903	0.4469798657718121	0.5050159759061932
PF3D7_0501100.1	3.523777394860113	0.11459190971432534	0.4037963810851906	3.646318725123921e-30	0.019449807359904227	57548	[np.float64(0.9568357434518346), np.float64(0.9350575245523545), np.float64(0.9822757106083909), np.float64(0.9783229013622337)]	[np.float64(9.533864246015874), np.float64(9.432960589132946), np.float64(10.857536133560231), np.float64(24.007325981010926)]	211	[57614, 57644]	0.8850806451612903	0.4469798657718121	0.5050159759061932
PF3D7_0501200.1	3.6752610113367017	0.08700918387848841	0.31978146113683437	0.0	0.6788115369853917	65851	[np.float64(0.9896645808334826), np.float64(0.9885612581932822), np.float64(0.9376667996520083), np.float64(0.8777745110118708)]	[np.float64(0.038608025219498035), np.float64(0.03567226035658965), np.float64(0.24331756950342207), np.float64(0.15734649943967804)]	4870	[65746, 65781, 66117, 66143, 66286]	0.8303534303534302	0.42817491489918824	0.5156538158901091
PF3D7_0501300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	71	[70527, 70765, 70801]	0.0	0.0	0.0
