gene_id	wart_change	wart_before	wart_after	p_inter_treatment	p_same_treatment	tes	tes_curve_r2	tes_curve_coeff	average_expression	cannonical_mods	wam_before	wam_after	wam_change
PF3D7_0500100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	5	[]	0.0	0.0	0.0
PF3D7_0500400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0500500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0500800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	59	[42359, 42370, 42462]	0.0	0.0	0.0
PF3D7_0500900.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	8	[]	0.0	0.0	0.0
PF3D7_0501000.1	1.132328379536688	0.13625386771203257	0.1542841212319721	9.138935013034457e-05	0.17246276112658687	57301	[np.float64(0.9705917416637202), np.float64(0.9686958489964297), np.float64(0.9701702207004601), np.float64(0.9748668542154333)]	[np.float64(0.037869829660816666), np.float64(0.04281760844320846), np.float64(0.025504015046463973), np.float64(0.023185826930303945)]	4788	[57076, 57243, 57343]	0.7756495353688603	0.44199047553316306	0.569832708431875
PF3D7_0501100.2	3.427233362843996	0.09528031207748626	0.3265478643741486	2.0828953141979638e-21	0.02348293073166911	57548	[np.float64(0.9565799670658087), np.float64(0.9502607528192891), np.float64(0.9824770857847883), np.float64(0.9718395076129233)]	[np.float64(9.75245147628622), np.float64(8.446682354513745), np.float64(12.351235968659106), np.float64(10.25394461519498)]	195	[57614, 57644]	0.8850806451612904	0.4469798657718121	0.5050159759061932
PF3D7_0501100.1	3.3922522690860086	0.09760900140646976	0.3311143565043165	4.497406117164356e-21	0.02922483086794594	57548	[np.float64(0.9567694193902253), np.float64(0.9502247551936074), np.float64(0.9824218053247644), np.float64(0.9734884249946991)]	[np.float64(9.81934341004421), np.float64(8.499957180382811), np.float64(12.3738154108412), np.float64(10.015142082415537)]	192	[57614, 57644]	0.8850806451612904	0.4469798657718121	0.5050159759061932
PF3D7_0501200.1	3.6638722886525534	0.08691135974684233	0.31843212254556863	0.0	0.752361478606074	65846	[np.float64(0.989616281872699), np.float64(0.9869783274346583), np.float64(0.9364593261466049), np.float64(0.8982407033121061)]	[np.float64(0.038571355311213334), np.float64(0.04510477740530496), np.float64(0.24282592218342186), np.float64(0.18078334321284378)]	4863	[65746, 65781, 66117, 66143, 66286]	0.8303534303534303	0.42817491489918824	0.5156538158901091
PF3D7_0501300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	70	[70527, 70765, 70801]	0.0	0.0	0.0
PF3D7_0501400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0501500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	20	[]	0.0	0.0	0.0
PF3D7_0501600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	36	[83709, 83831]	0.0	0.0	0.0
PF3D7_0501700.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0501800.1	0.45891966877667884	0.3956602031394275	0.18157624937285954	0.00021333807261819353	0.48776149334957386	95230	[np.float64(0.8791299394222765), np.float64(0.748626695638619), np.float64(0.9507282087647121), np.float64(0.9704696523958135)]	[np.float64(0.6570963703523256), np.float64(0.29122729551497695), np.float64(0.11215766692200475), np.float64(0.13569274147248273)]	65	[95104, 95171, 95248]	0.6649484536082474	0.3247863247863248	0.4884383489034652
PF3D7_0501900.1	1.2286791935033143	0.13575064280841684	0.16679399032340209	0.7811785813202167	0.548163453737608	94669	[np.float64(0.9396384349587206), np.float64(0.9144416350590584), np.float64(0.9626496366913153), np.float64(0.8405645109175516)]	[np.float64(13.858313602915201), np.float64(5.6945362938446795), np.float64(1.6331072480135636), np.float64(2.102212983598583)]	54	[94867, 94985]	0.76	0.3064516129032258	0.4032258064516129
PF3D7_0502000.1	0.7848563023800363	0.5440307328605201	0.4269859493740091	0.4207703555163859	0.2586503025898446	102219	[np.float64(0.9717651032541309), np.float64(0.920308491029872), np.float64(0.9678997761389952), np.float64(0.9723229616483856)]	[np.float64(0.4343296161872639), np.float64(0.4635190144471084), np.float64(0.419154478164776), np.float64(0.35237438162250184)]	41	[102117, 102129, 102217]	0.7107843137254901	0.3937007874015748	0.5538962802063536
PF3D7_0502100.1	0.6147721810849898	0.04934053107674351	0.030333185905941324	0.8745056040453365	0.8645008095079424	101234	[np.float64(0.956746172296966), np.float64(0.9475866777283554), np.float64(0.9630966420268995), np.float64(0.9594583084626237)]	[np.float64(14.032611592458432), np.float64(14.10808073304753), np.float64(18.80060269197176), np.float64(21.10693709269777)]	62	[101373, 101477]	0.6639344262295082	0.5438596491228069	0.819146632012129
PF3D7_0502200.1	1.2087504609820146	0.2968807339449542	0.3588547240126422	0.08447896497586273	0.1647164870208838	106725	[np.float64(0.9209963390725139), np.float64(0.9264934132862964), np.float64(0.7400735797589524), np.float64(0.7851060221559399)]	[np.float64(0.7566063239014208), np.float64(0.32226593536333653), np.float64(0.1654360363216603), np.float64(0.17190987503617264)]	115	[106654, 106693]	0.7811158798283262	0.46260387811634346	0.5922346351709232
PF3D7_0502300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0502400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	11	[]	0.0	0.0	0.0
PF3D7_0502500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0502600.1	1.5790939690516463	0.1654208754208754	0.2612151067323481	0.3019897290639046	0.7211454975776252	115753	[np.float64(0.6661691517526258), np.float64(0.8984050561898017), np.float64(0.8817463874657785), np.float64(0.9432140999944315)]	[np.float64(1.6403828784624164), np.float64(40.50967232627358), np.float64(1.8124339960279672), np.float64(1.902053490207752)]	39	[116190, 119888, 119996, 120548]	0.6698564593301435	0.449438202247191	0.6709470304975923
PF3D7_0502700.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[119888, 119996, 120548]	0.0	0.0	0.0
PF3D7_0502800.1	1.069259566914781	0.29064039408866993	0.3107700219111925	0.37172798908256804	0.12474312428459362	123314	[np.float64(0.7334890992158949), np.float64(0.9080099843992455), np.float64(0.9551210263282397), np.float64(0.7931246847397228)]	[np.float64(0.1840611084057938), np.float64(0.226974296765229), np.float64(0.10701686526330902), np.float64(0.06961610298504163)]	55	[123216, 123283]	0.8222222222222222	0.4523809523809524	0.5501930501930502
PF3D7_0502900.1	2.7622116368278737	0.029932836489003765	0.0826808292731922	1.1969614572423694e-17	0.9250497707144781	123000	[np.float64(0.9477079126141604), np.float64(0.9549906529547951), np.float64(0.9626565381852882), np.float64(0.9591788410885452)]	[np.float64(14.880815867956612), np.float64(47.801098554388574), np.float64(28.88567884781573), np.float64(22.343911484910816)]	830	[123080, 123120, 123141]	0.740651062684961	0.36534681269306374	0.49327791601166654
PF3D7_0503000.1	1.2015105943985034	0.20592686095609294	0.24742330510997318	0.061830771072303024	0.47227897824270937	126790	[np.float64(0.6887642111109183), np.float64(0.8196404253192728), np.float64(0.7876909015400397), np.float64(0.7372644643178893)]	[np.float64(0.08488387423260788), np.float64(0.20347356256012994), np.float64(0.13906212448930277), np.float64(0.08235675079343188)]	365	[126665, 126721]	0.8029294274300931	0.5	0.6227197346600333
PF3D7_0503100.1	0.7614435852896305	0.06287897162260489	0.047878789591641206	0.021971611626097336	0.01991952562949504	126623	[np.float64(0.9738632500795911), np.float64(0.9812458946750484), np.float64(0.9364794636607223), np.float64(0.9630550535342792)]	[np.float64(11.668319890358084), np.float64(11.369966010870677), np.float64(3.7550219397292937), np.float64(8.941417693044759)]	119	[126722, 126730]	0.5889830508474576	0.22186495176848875	0.37669157278678667
PF3D7_0503200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	24	[133662, 133687, 133716]	0.0	0.0	0.0
PF3D7_0503300.1	2.4249843630324044	0.2640628271772052	0.6403482267628509	1.1835407726760805e-25	2.3151148302109595e-05	133663	[np.float64(0.9219924678222738), np.float64(0.946613762291729), np.float64(0.9552435249103), np.float64(0.9354085851630916)]	[np.float64(1.8527863343096693), np.float64(1.1743061736389115), np.float64(1.3885324583681011), np.float64(4.340681050796591)]	185	[134454]	0.7373271889400921	0.21111111111111114	0.2863194444444445
PF3D7_0503400.1	2.3978354595231495	0.3657315595974408	0.8769641022694475	0.0	3.0867143043125133e-10	142096	[np.float64(0.9263000376078662), np.float64(0.881703062352639), np.float64(0.8671770646279886), np.float64(0.8943682710373246)]	[np.float64(0.2832183968690592), np.float64(0.3939157479653457), np.float64(0.42311639575535454), np.float64(0.5901275199517885)]	1582	[141886, 142298, 142316, 142494]	0.703155818540434	0.2987045974091948	0.4248056967362181
PF3D7_0503500.1	1.492934859403702	0.3134154847709835	0.46790890269151136	6.257343357046994e-05	0.000774303684593901	142468	[inf, np.float64(0.9617629738843064), inf, np.float64(0.9314249786779613)]	[np.float64(0.8649806004257999), np.float64(1.1650556076486713), np.float64(0.7850031183564056), np.float64(5.2264793982732245)]	65	[142583]	0.9425287356321839	0.5071428571428571	0.5380662020905923
PF3D7_0503600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	19	[151184, 151226]	0.0	0.0	0.0
