gene_id	wart_change	wart_before	wart_after	p_inter_treatment	p_same_treatment	tes	tes_curve_r2	tes_curve_coeff	average_expression	cannonical_mods	wam_before	wam_after	wam_change
PF3D7_1400200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1400300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1400400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1400500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1400600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1400700.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1400800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1401000.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1401100.1	3.339988997469632	0.04411887994634474	0.14735657360147503	0.0011551836422317222	0.9652049887437488	40968	[np.float64(0.9837853537840886), np.float64(0.979334495718815), np.float64(0.9498836772060366), np.float64(0.9385336373464059)]	[np.float64(45.846276623686016), np.float64(12.487575443882072), np.float64(24.21430000143127), np.float64(21.002997057983833)]	99	[41044, 41092]	0.8829787234042552	0.5188679245283019	0.5876335530802456
PF3D7_1401200.1	0.7004615675070043	0.3860289127188815	0.27039841730609226	6.246183980317379e-13	0.0001611539238015501	48367	[np.float64(0.821225412547933), np.float64(0.8504650124556214), np.float64(0.7206884044054553), np.float64(0.7838328479013975)]	[np.float64(0.2543057040395681), np.float64(0.29591746011847797), np.float64(0.08943175497542148), np.float64(0.16795478937803143)]	682	[48244, 48342, 48365]	0.9150214592274679	0.7244600116754233	0.7917410071312083
