gene_id	wart_change	wart_before	wart_after	p_inter_treatment	p_same_treatment	tes	tes_curve_r2	tes_curve_coeff	average_expression	cannonical_mods	wam_before	wam_after	wam_change
PF3D7_0400100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	7	[]	0.0	0.0	0.0
PF3D7_0400300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0400400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0400500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0400700.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0400800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0400900.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0401000.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0401100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0401200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0401300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0401400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0401600.1	2.4705231911007113	0.014443570781443649	0.03568317657786116	6.260228614384508e-13	0.5206570496532112	91913	[np.float64(0.8824201639186477), np.float64(0.8695873861449768), np.float64(0.9575170503944228), np.float64(0.9559608652147107)]	[np.float64(10.118786605413744), np.float64(10.952080577160716), np.float64(7.897163966314943), np.float64(13.271093630973773)]	1777	[92014, 92274]	0.8497061293031066	0.5159456899273761	0.6072048584026729
PF3D7_0401600.2	2.7911884455216147	0.024723190629140662	0.06900708402048568	4.524991132433862e-31	0.32934176957345673	91957	[np.float64(0.8832722266646283), np.float64(0.7677150308091952), np.float64(0.9551154105979233), np.float64(0.9486766119819384)]	[np.float64(10.120164834125404), np.float64(18.771280365465323), np.float64(7.407971801554766), np.float64(13.5947898010455)]	1819	[92274]	0.8638042474607572	0.5471273000375516	0.6333926947521842
PF3D7_0401800.1	1.5011619991200271	0.06124880715962139	0.09194438179945427	0.6066631949201154	0.733357897401862	103152	[np.float64(0.9967655493423889), np.float64(0.9292177407549216), np.float64(0.9787113425343552), np.float64(0.9687495566610017)]	[np.float64(291.3764107036893), np.float64(145.96514623369055), np.float64(183.0562318510298), np.float64(79.29780294435979)]	122	[103217, 103234]	0.8055555555555555	0.31446540880503143	0.39037085230969426
PF3D7_0401900.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	3	[]	0.0	0.0	0.0
PF3D7_0402000.1	2.662355019174999	0.07616783961490009	0.20278583009844559	2.790768598725155e-78	0.0008734005349190352	113781	[np.float64(0.8879285941742197), np.float64(0.8757104652680148), np.float64(0.9343785241174227), np.float64(0.9190964547281694)]	[np.float64(4.666910425311895), np.float64(4.0822178476560955), np.float64(4.684074814624603), np.float64(8.614897478445732)]	1625	[113764, 114039, 114403, 114464, 115457]	0.6320276497695851	0.31236848258124855	0.4942323056517021
