gene_id	wart_change	wart_before	wart_after	p_inter_treatment	p_same_treatment	tes	tes_curve_r2	tes_curve_coeff	average_expression	cannonical_mods	wam_before	wam_after	wam_change
PF3D7_0300100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	3	[]	0.0	0.0	0.0
PF3D7_0300200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0300400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0300500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0300600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0300700.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0300800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0300900.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	5	[]	0.0	0.0	0.0
PF3D7_0301000.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0301100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0301200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[81702]	0.0	0.0	0.0
PF3D7_0301300.1	1.2954476754730668	0.10530303030303031	0.13641456582633055	0.6780333261737912	0.42127793513739054	81624	[np.float64(0.9774600872035601), np.float64(0.9748384072735171), np.float64(0.918461122853076), np.float64(0.9792962717345575)]	[np.float64(27.67950537055876), np.float64(9.49036473949363), np.float64(9.969542118060826), np.float64(22.03559121360887)]	73	[81702, 84619, 84706]	0.8145161290322581	0.5663915978994749	0.6953718627676722
PF3D7_0301400.1	1.1021838131538697	0.06936416614634437	0.0764520611394164	0.9434250055530674	0.7827786119976523	84558	[np.float64(0.9621396733109442), np.float64(0.9832043622006236), np.float64(0.9720977400283064), np.float64(0.9701786831045892)]	[np.float64(48.54989293615874), np.float64(39.30444242179762), np.float64(59.00663309890853), np.float64(42.00030823124003)]	109	[]	0.0	0.0	0.0
PF3D7_0301500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	23	[90403, 90416, 90432, 90494, 90742]	0.0	0.0	0.0
PF3D7_0301600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	4	[90742]	0.0	0.0	0.0
