gene_id	wart_change	wart_before	wart_after	p_inter_treatment	p_same_treatment	tes	tes_curve_r2	tes_curve_coeff	average_expression	cannonical_mods	wam_before	wam_after	wam_change
PF3D7_1100100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	8	[]	0.0	0.0	0.0
PF3D7_1100200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	2	[]	0.0	0.0	0.0
PF3D7_1100300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1100400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1100500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	1	[]	0.0	0.0	0.0
PF3D7_1100800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	5	[]	0.0	0.0	0.0
PF3D7_1101100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1101200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1101300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1101500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1101600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1101700.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1101800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1102200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1102300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	1	[]	0.0	0.0	0.0
PF3D7_1102400.1	1.6741021828343752	0.10250590388809167	0.1716053574524649	0.004961047118854408	0.15744518274214242	114245	[np.float64(0.9798882919658054), np.float64(0.9704980816176739), np.float64(0.9767756324669182), np.float64(0.9923010687126395)]	[np.float64(18.26681758777915), np.float64(12.120496521004352), np.float64(5.160791346359531), np.float64(13.619989119654235)]	163	[114295, 114321, 114336]	0.6498194945848376	0.26737967914438504	0.4114676173499703
PF3D7_1102500.1	2.48676685351164	0.1442932847754783	0.3588237577639751	2.3539631325964522e-08	0.3665307575320612	118811	[np.float64(0.8507864366356684), np.float64(0.9196706874887963), np.float64(0.9015385794818103), np.float64(0.7493831055714633)]	[np.float64(46.394795492866635), np.float64(31.90552806558264), np.float64(8.946900855808554), np.float64(7.640239597630848)]	97	[118879, 119020, 118888]	0.6324110671936759	0.3023952095808383	0.4781624251497006
PF3D7_1102600.1	3.918483536856857	0.3114950525664812	1.2205882352941178	5.542233931193738e-32		123240	[np.float64(0.9714435552207027), np.float64(0.9593863290802869), np.float64(0.9339905942960091), inf]	[np.float64(1.7935602406910602), np.float64(3.799636118614511), np.float64(30.197874955609972), np.float64(0.3563102385602776)]	30	[123347]	0.9249999999999998	0.48148148148148145	0.5205205205205206
PF3D7_1102700.1	1.0645751460138053	0.17918618042533074	0.19075715418995254	0.9425199591379952	0.8432291033240925	129703	[np.float64(0.9684082296633376), inf, np.float64(0.9274912138886597), np.float64(0.9494472514629191)]	[np.float64(0.46796082438219855), np.float64(1.0372281474656104), np.float64(0.22351305572530122), np.float64(0.3319837713996792)]	348	[129332, 129485, 129655, 129681, 128892]	0.8251572327044024	0.5216480446927374	0.632180176113912
PF3D7_1102800.1	6.203276881202866	0.005816999147551254	0.036084456329981474	3.108765949761619e-27	0.01887742932088833	130872	[np.float64(0.8798724408842329), np.float64(0.872499914487635), np.float64(0.931229709498635), np.float64(0.935579277168999)]	[np.float64(3.6305273806258302), np.float64(2.391387824596366), np.float64(43.69286941717386), np.float64(16.246119393138805)]	1971	[130962, 130971]	0.8803963198867657	0.6066001360852802	0.6890080323862547
PF3D7_1102900.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	17	[137676]	0.0	0.0	0.0
PF3D7_1103000.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	1	[]	0.0	0.0	0.0
PF3D7_1103100.1	2.601883649356738	0.11453229175457263	0.2979996972395781	0.0	3.638891611085859e-09	139683	[np.float64(0.9348746163009569), np.float64(0.9040248594388534), np.float64(0.9137643284741955), np.float64(0.8808495727406556)]	[np.float64(170.2803450750601), np.float64(144.4322009728073), np.float64(69.01557753598371), np.float64(45.5732287673979)]	7412	[139452, 139760, 139790, 139761]	0.7782889584964762	0.431949806949807	0.554999274028327
PF3D7_1103400.1	1.277569972683805	0.09670133959683039	0.12354272778720995	0.3572003101725503	0.2312822824312771	151230	[np.float64(0.9341249148029308), np.float64(0.8037250555676966), inf, np.float64(0.9081935103033089)]	[np.float64(0.4135192605989268), np.float64(0.20055855940221523), np.float64(1.4340567908160193), np.float64(0.8880271108999068)]	63	[151085, 151171]	0.8097345132743363	0.35398230088495575	0.4371584699453552
PF3D7_1103500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	3	[]	0.0	0.0	0.0
PF3D7_1103600.1	2.128460852128314	0.16787342451059262	0.3573120121835142	0.006288428578668817	0.17169233567041361	158615	[np.float64(0.9411210370323336), np.float64(0.7870055502922174), np.float64(0.7868294380116487), np.float64(0.7853692703576086)]	[np.float64(0.029177988025143934), np.float64(0.11371723049243827), np.float64(0.20290275257173893), np.float64(0.13948889718857668)]	54	[158500, 158559]	0.8143712574850299	0.5161290322580645	0.6337760910815939
PF3D7_1103700.1	1.8255989096241931	0.3761763788226519	0.6867471870050108	6.630512254181065e-115	0.22422472433480034	161677	[np.float64(0.7993885718959325), np.float64(0.9254872003967956), np.float64(0.6305992503023772), np.float64(0.5838119130935528)]	[np.float64(0.14960170838343156), np.float64(0.808521846888205), np.float64(0.15981727344523494), np.float64(0.12099702130515805)]	1092	[161127, 161648]	0.7881911902530458	0.556499575191164	0.7060464289286231
PF3D7_1103800.1	0.8444107210404018	0.7747332872822167	0.6541930937279774	0.0005869258617122093	0.0002347230679235898	174752	[np.float64(0.8092786450783916), inf, np.float64(0.874473863297291), np.float64(0.992857206173244)]	[np.float64(0.32641153229864095), np.float64(1.2331739649236826), np.float64(0.2842054786022207), np.float64(0.01944668401346021)]	46	[174708]	0.7714285714285715	0.40625	0.5266203703703703
PF3D7_1103900.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	1	[174708]	0.0	0.0	0.0
PF3D7_1104000.1	2.2369416621950053	0.08190341054598078	0.1832131513261662	2.0211383415954245e-15	0.27313694832446	174822	[np.float64(0.9688644627176779), np.float64(0.9670165763731279), np.float64(0.9615966125145036), np.float64(0.9474267228925999)]	[np.float64(15.182943472935207), np.float64(15.072052037297135), np.float64(10.624967562650882), np.float64(12.157407800861138)]	467	[174738, 174953, 174973]	0.9083269671504965	0.5210263720598718	0.5736110353459817
