gene_id	wart_change	wart_before	wart_after	p_inter_treatment	p_same_treatment	tes	tes_curve_r2	tes_curve_coeff	average_expression	cannonical_mods	wam_before	wam_after	wam_change
PF3D7_0600200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0600300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	1	[]	0.0	0.0	0.0
PF3D7_0600400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0600500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0600600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0600700.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0601000.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0601100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0601200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	12	[]	0.0	0.0	0.0
PF3D7_0601300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0601500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	3	[]	0.0	0.0	0.0
PF3D7_0601600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0601900.1	2.637516369044914	0.2819478625911679	0.7436421028014315	2.33786040810042e-214	0.09490896798498351	79539	[np.float64(0.9340890120834883), np.float64(0.9417506882079768), np.float64(0.800594707303969), np.float64(0.7635923513196003)]	[np.float64(0.17770583587550207), np.float64(0.14961455334524276), np.float64(0.2353591174001515), np.float64(0.21393812502042694)]	878	[79446, 79459, 79541]	0.8013071895424837	0.43086300930381777	0.5377001665863305
PF3D7_0602000.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	21	[81394]	0.0	0.0	0.0
PF3D7_0602100.1	0.8503496793238375	0.18184148321134622	0.15462884693653925	0.538544898249592	0.42732656076402986	96967	[np.float64(0.7486913746090202), np.float64(0.8482919894147449), np.float64(0.7012304474594071), np.float64(0.9281986031987673)]	[np.float64(0.20333933037941082), np.float64(0.16067939266109701), np.float64(0.18689576201411126), np.float64(0.11110045370050899)]	55	[96892]	0.8604651162790697	0.2666666666666667	0.30990990990990996
PF3D7_0602200.1	1.81614694286291	0.0928830600782487	0.16868928560486338	4.793413066311868e-05	0.46347565418345005	99391	[np.float64(0.7822061410518052), np.float64(0.8166935926995829), np.float64(0.8541654261150775), np.float64(0.9651921301386448)]	[np.float64(0.07927760559796276), np.float64(0.06183752405207559), np.float64(0.07063321573625969), np.float64(0.06276499248591833)]	239	[99331, 99569, 99708]	0.8290598290598291	0.4978540772532189	0.6005044024600681
PF3D7_0602300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	25	[99331, 99569, 99708]	0.0	0.0	0.0
PF3D7_0602400.1	1.6153736464513182	0.07092774436916935	0.11457480905619204	0.23191279480546004	0.23180586159988403	100933	[np.float64(0.9847221307343721), np.float64(0.8944606172616426), np.float64(0.9010027837552202), np.float64(0.8724949052462515)]	[np.float64(157.93849450907345), np.float64(4.683376641030069), np.float64(3.4474694525000937), np.float64(98.83646002604301)]	79	[100990]	0.8660714285714286	0.5684210526315789	0.6563212154096582
PF3D7_0602500.1	0.7161689412869191	0.7376176176176177	0.5282588282837888	3.617575849578205e-09	0.0001733191786919333	107533	[np.float64(0.8156421991269925), inf, np.float64(0.8480653064485605), np.float64(0.7683086223133236)]	[np.float64(0.8759349983751946), np.float64(7.362331174292056), np.float64(0.5609213546507378), np.float64(0.351682527349407)]	176	[107545, 107575]	0.7313432835820897	0.28888888888888886	0.39501133786848064
