gene_id	wart_change	wart_before	wart_after	p_inter_treatment	p_same_treatment	tes	tes_curve_r2	tes_curve_coeff	average_expression	cannonical_mods	wam_before	wam_after	wam_change
PF3D7_0700100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0700200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0700300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0700400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0700500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0700800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	4	[]	0.0	0.0	0.0
PF3D7_0701100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0701500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0701600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	2	[]	0.0	0.0	0.0
PF3D7_0701700.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0701800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0701900.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0702000.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	1	[]	0.0	0.0	0.0
PF3D7_0702200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	5	[]	0.0	0.0	0.0
PF3D7_0702300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	1	[]	0.0	0.0	0.0
PF3D7_0702400.1	2.562154964106146	0.054423965603749236	0.13944263363798826	4.1112693153423846e-66	0.41002956872618457	102934	[np.float64(0.9339569075741002), np.float64(0.8749643886163616), np.float64(0.9429441035474578), np.float64(0.9356640886492957)]	[np.float64(0.029929457338433777), np.float64(0.044242802029266316), np.float64(0.03430110250061905), np.float64(0.044387315270834254)]	2097	[102853, 102982]	0.9286866731203614	0.64279989313385	0.6921601351013903
PF3D7_0702500.1	3.356175684641127	0.017592160625339782	0.05904238173106642	3.751516553059539e-26	0.8059415927742398	104031	[np.float64(0.965998249630772), np.float64(0.9446972455077255), np.float64(0.996525852393163), np.float64(0.997151559341912)]	[np.float64(28.46640326814012), np.float64(5.776210802735188), np.float64(266.64131362747514), np.float64(277.6106078391255)]	1387	[104087, 104088, 104089, 104090, 104091, 104092, 104093, 104942]	0.7734646581691772	0.41197822141560797	0.5326400076129884
PF3D7_0702600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_0702900.1	2.1891191087571977	0.0660479734641018	0.14458688080495358	0.014609929642231645	0.8458843273357828	112566	[np.float64(0.9858019166840758), np.float64(0.9288862216353587), np.float64(0.964287666545477), np.float64(0.9781437824273697)]	[np.float64(10.3679223862811), np.float64(2.9818347678289574), np.float64(8.596332840923534), np.float64(8.056260173271586)]	96	[112751, 112922, 112950, 112710]	0.5372750642673523	0.18387909319899245	0.3422438624612825
PF3D7_0703000.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[121080]	0.0	0.0	0.0
PF3D7_0703100.1	1.9121033636067803	0.1835284280936455	0.35092532467532467	0.05126579036753635	0.6716295243270076	122369	[np.float64(0.7999748756440698), np.float64(0.9378898485665575), np.float64(0.8896884985246539), np.float64(0.7844041971208058)]	[np.float64(0.19123594044943237), np.float64(0.46633919579303273), np.float64(0.14090717610750977), np.float64(0.25415379945655375)]	38	[121080, 122287]	0.525	0.18367346938775508	0.34985422740524774
PF3D7_0703200.1	1.9864786586285983	0.13809355376608343	0.2743198974505056	3.11436357281357e-06	0.002588006998086459	122129	[np.float64(0.9300541938516598), np.float64(0.9499384115414946), np.float64(0.9510058447003764), np.float64(0.975689436764847)]	[np.float64(3.9525334078642165), np.float64(6.809619088393665), np.float64(3.040628222169966), np.float64(5.923742917758047)]	97	[122174, 122244, 122315, 122349]	0.6415929203539823	0.2801204819277109	0.43660157872870803
PF3D7_0703300.1	1.6267700403038585	0.07894748289376954	0.12842939992898567	0.2290839221135452	0.9101992083028867	129310	[np.float64(0.8477842131313271), np.float64(0.6819085081640089), np.float64(0.762288231541896), np.float64(0.7726821043912018)]	[np.float64(0.3940103836690071), np.float64(0.058804401982101295), np.float64(0.21553933632993522), np.float64(0.07732579169347593)]	104	[129249, 129257]	0.8325991189427312	0.5	0.6005291005291006
PF3D7_0703400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	44	[129179, 129228]	0.0	0.0	0.0
PF3D7_0703500.1	1.510762117047905	0.19774950527046964	0.2987524612275906	6.52261375484627e-07	0.5356639481433106	143069	[np.float64(0.9027548032230447), np.float64(0.912182805011114), np.float64(0.8834016575475481), np.float64(0.883316452261653)]	[np.float64(0.18733677363889775), np.float64(0.20303133266726534), np.float64(0.2354231887123703), np.float64(0.3447336626911542)]	391	[142777, 142967, 142998, 143072, 143087]	0.6786310517529214	0.3137082601054482	0.46226629225870486
PF3D7_0703600.1	1.5297176459766968	0.1402703883619914	0.21457408828534252	0.16047522818249307	0.48619808413915766	146378	[np.float64(0.9659014037745707), np.float64(0.7864574313630429), np.float64(0.9452270098171689), np.float64(0.9715203465459905)]	[np.float64(0.06466442555574026), np.float64(0.06500222910928559), np.float64(0.14233873147721668), np.float64(0.09455609961026755)]	58	[146243, 146271]	0.9062499999999999	0.6534653465346535	0.7210652099692729
PF3D7_0703700.1	1.951161443666725	0.048424067236091335	0.09448317293658653	6.530409555003285e-08	0.11847426216288463	146094	[np.float64(0.9969511975106059), np.float64(0.9921180368199967), np.float64(0.983780982854646), np.float64(0.9904315400755092)]	[np.float64(65.9615470235478), np.float64(57.336471821811), np.float64(47.584016544953364), np.float64(51.19272903898288)]	605	[146097, 146106, 146211, 146247]	0.7333102732618471	0.4020068987143305	0.5482084642373253
PF3D7_0703800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	1	[]	0.0	0.0	0.0
PF3D7_0703900.1	1.466106658354297	0.1019910310601663	0.14952972972972972	0.514418409678248	0.8725837940876615	153091	[np.float64(0.968113308599511), np.float64(0.9685789688982308), np.float64(0.9536872100381908), np.float64(0.9442275144742733)]	[np.float64(17.74769197504786), np.float64(10.99259836007176), np.float64(11.765035562804082), np.float64(12.792459086578145)]	68	[153175, 153185, 167369, 167370]	0.8498583569405099	0.517948717948718	0.6094529914529915
PF3D7_0704000.1	1.30539459721814	0.0815247207075409	0.10642192995134171	0.6109609184311704	0.46378832319441343	167306	[np.float64(0.9133976564192009), np.float64(0.9471287573986331), np.float64(0.9372682552634835), np.float64(0.9442149298536009)]	[np.float64(56.561370455740814), np.float64(39.49568821948592), np.float64(55.905319749142066), np.float64(10.092422116077335)]	55	[167369, 167370]	0.9021739130434783	0.7045454545454545	0.7809419496166483
PF3D7_0704100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	2	[]	0.0	0.0	0.0
PF3D7_0704200.1	4.420953360768175	0.008881578947368421	0.03926504629629629	0.1757284482648669	0.24307585898847042	190976	[np.float64(0.9926214938646085), inf, np.float64(0.9315672601124823), np.float64(0.951714149332199)]	[np.float64(126.26683500584755), np.float64(0.7122746174695855), np.float64(58.39207845755039), np.float64(41.69104691950622)]	55	[191038, 191017]	0.7209302325581396	0.4181818181818182	0.580058651026393
PF3D7_0704300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	11	[]	0.0	0.0	0.0
PF3D7_0704400.1	3.2943604457751166	0.13988552282563171	0.4608333333333333	2.9118069831384534e-09	0.013877107807641889	208253	[np.float64(0.8012956064831224), np.float64(0.9774536570176504), np.float64(0.942773616953564), np.float64(0.9252953736563743)]	[np.float64(0.16214645870343777), np.float64(0.06690346844265192), np.float64(0.4817051132784791), np.float64(0.22076369984889235)]	47	[208142, 208156]	0.9586776859504131	0.5131578947368421	0.5352767695099819
PF3D7_0704500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	6	[]	0.0	0.0	0.0
PF3D7_0704600.1	0.8012012901150889	0.161945409871906	0.12975087131758795	0.14175342453930553	0.15054875877027893	215404	[np.float64(0.6937123936735496), np.float64(0.6778359014249398), np.float64(0.8281127211213019), np.float64(0.7602743700956436)]	[np.float64(17.141881622592955), np.float64(20.718283614096222), np.float64(22.01501013412199), np.float64(2.08765301121368)]	151	[215056, 215634]	0.9262820512820512	0.8208955223880597	0.8862263079068328
PF3D7_0704700.1	1.7544173210846048	0.4018218623481781	0.7049632352941175	3.749496866773264e-05	0.15121570227437642	237739	[np.float64(0.8985363246909298), np.float64(0.8579419807176019), np.float64(0.9244842777270048), np.float64(0.8769747338211181)]	[np.float64(0.21204417937666295), np.float64(0.1687823137409792), np.float64(0.362062394362857), np.float64(0.24902649319946957)]	40	[237664, 237740]	0.9310344827586206	0.6119402985074626	0.6572692095080155
PF3D7_0704800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	21	[237730]	0.0	0.0	0.0
PF3D7_0704900.1	1.7538250236294897	0.09735449735449735	0.1707427536231884	0.3395708544640055	0.7498493438686329	243356	[np.float64(0.9336104333236691), np.float64(0.9689374792275157), np.float64(0.9812525615360941), np.float64(0.9825925878582259)]	[np.float64(2.031175833105989), np.float64(2.5055186436139762), np.float64(6.185458023098383), np.float64(7.29999783061696)]	49	[243447, 243455, 243520, 243634]	0.7318295739348369	0.4653061224489796	0.6358121330724072
PF3D7_0705000.1	4.315405117872891	0.030574973950933032	0.13194339906668673	0.0009717495738747056	0.7963404170773547	245732	[np.float64(0.959069641136716), np.float64(0.9865522079037156), np.float64(0.8913620376087308), np.float64(0.9409289891353763)]	[np.float64(31.116254346659428), np.float64(28.8635635899135), np.float64(72.7189212988568), np.float64(21.627660001224896)]	70	[245772, 245790]	0.7883597883597883	0.4236453201970443	0.5373756074982643
PF3D7_0705100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	2	[]	0.0	0.0	0.0
PF3D7_0705200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	13	[260919]	0.0	0.0	0.0
PF3D7_0705300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	28	[260919, 264751, 264768]	0.0	0.0	0.0
PF3D7_0705400.1	2.5384604678272686	0.1100625030478554	0.27938931297709924	2.2803547848765485e-28	0.080414760284129	264652	[np.float64(0.9735306468635864), np.float64(0.9782309861941446), np.float64(0.8797072197835978), np.float64(0.8895365285870225)]	[np.float64(16.29986670024047), np.float64(17.79907439817067), np.float64(10.453071152080526), np.float64(39.67280137588826)]	428	[264547, 264555, 264733, 264743, 264752, 264753]	0.7912932138284252	0.38144329896907214	0.4820505121275814
PF3D7_0705500.1	1.1460535457604517	0.01194856361149111	0.013693693693693696	0.7134310904109451	0.40302659511930805	269080	[inf, inf, inf, inf]	[np.float64(0.7480028204531611), np.float64(0.8773007176967513), np.float64(0.4515364836345294), np.float64(0.614391258770615)]	61	[269187, 269423, 280486, 269474]	0.652542372881356	0.27624309392265195	0.4233335725048432
PF3D7_0705600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	17	[280486, 285103, 285104, 285118, 285105]	0.0	0.0	0.0
PF3D7_0705700.1	2.742988802038403	0.019265405678286	0.05284479204226556	2.7568241537450877e-29	0.7938469481134799	285047	[np.float64(0.9590663546125595), np.float64(0.9584626925043717), np.float64(0.9581645803874557), np.float64(0.9573885749687389)]	[np.float64(11.253982416074292), np.float64(13.580341852711276), np.float64(16.637163512199084), np.float64(18.0832730176015)]	2228	[285103, 285104, 285118, 285105, 287301, 287322, 287327]	0.8622524752475248	0.4933881542393599	0.5722084521679385
PF3D7_0705800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	24	[287301, 287322, 287327]	0.0	0.0	0.0
PF3D7_0705900.1	2.4343794277629596	0.029655453786453734	0.07219262661871813	1.0411040497717705e-10	0.14960089039778926	289592	[np.float64(0.964333632853267), np.float64(0.9759360446652094), np.float64(0.972386300820232), np.float64(0.9755968212610234)]	[np.float64(27.134159134160104), np.float64(30.152375074199785), np.float64(20.394617041306123), np.float64(26.29614361865641)]	634	[289754]	0.8477859778597785	0.47660311958405543	0.5621738646671558
PF3D7_0706000.1	1.381285070828138	0.21915508693656366	0.30271564978151805	0.0016882982844459316	0.22525114394840942	297432	[np.float64(0.7820423903160616), np.float64(0.7490523997501857), np.float64(0.8430007699451054), np.float64(0.8760205175676387)]	[np.float64(0.21653510476719606), np.float64(0.18267097850160052), np.float64(0.21920278270457477), np.float64(0.20806616147048218)]	268	[297345]	0.49876543209876545	0.16206896551724137	0.3249402526459542
PF3D7_0706100.1	2.799125697181127	0.23564425770308123	0.6595978971298664	1.4723539291881306e-09	0.7219467736088727	296950	[np.float64(0.957379638265171), np.float64(0.9666039821976053), inf, np.float64(0.9087366102559709)]	[np.float64(3.121433918449887), np.float64(1.9028099144111967), np.float64(0.6086788905643266), np.float64(4.031633035368974)]	48	[297039, 297062]	0.7720930232558141	0.39999999999999997	0.5180722891566264
PF3D7_0706200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	4	[]	0.0	0.0	0.0
PF3D7_0706300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	2	[]	0.0	0.0	0.0
PF3D7_0706400.1	1.683738119211941	0.058286532841529286	0.09813925718198155	1.1173090136245732e-09	0.23475779079941816	306304	[np.float64(0.9903273666732129), np.float64(0.9901808135347165), np.float64(0.9239013871013984), np.float64(0.9353913435046435)]	[np.float64(133.82603676023945), np.float64(211.75214781298303), np.float64(197.26515105346368), np.float64(215.05160979177583)]	1100	[306385, 306386]	0.7136752136752137	0.5536242603550295	0.7757369875633348
PF3D7_0706500.1	1.5075339229260265	0.22121220319418516	0.3334849004804393	0.049335064965071514	0.07561016352987596	309346	[np.float64(0.9309113239975113), np.float64(0.9373456324960554), np.float64(0.9341218624405967), inf]	[np.float64(5.904935542179444), np.float64(3.738916361560786), np.float64(6.925060687671603), np.float64(0.6083854120436321)]	51	[309520]	0.633587786259542	0.3884297520661157	0.6130638255501344
PF3D7_0706600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	28	[322696, 322710]	0.0	0.0	0.0
