gene_id	wart_change	wart_before	wart_after	p_inter_treatment	p_same_treatment	tes	tes_curve_r2	tes_curve_coeff	average_expression	cannonical_mods	wam_before	wam_after	wam_change
PF3D7_1000100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	23	[36485]	0.0	0.0	0.0
PF3D7_1000200.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1000300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1000400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1000500.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	1	[]	0.0	0.0	0.0
PF3D7_1000600.1	0.945767589232946	0.29703302079633265	0.28092420400112705	0.1230486373900958	0.03605651036169884	50694	[inf, inf, np.float64(0.9073276093167246), np.float64(0.6956561198910296)]	[np.float64(0.7578490641836916), np.float64(0.37544881908113953), np.float64(1.1686449569134938), np.float64(4.299825080310782)]	78	[50698, 51003]	0.7652173913043478	0.34831460674157305	0.4551838610827375
PF3D7_1001000.1	1.161921513842009	0.4522062381059897	0.5254281567489115	0.5416701766177705	0.7754471481512425	64644	[np.float64(0.8522148961713505), np.float64(0.8515972051728969), np.float64(0.8056142130857731), np.float64(0.8444054087111541)]	[np.float64(0.2842875829025245), np.float64(0.5509351010712814), np.float64(0.31866871735760516), np.float64(0.22604801371920416)]	70	[64417, 64732]	0.7866666666666666	0.4027777777777778	0.5120056497175142
PF3D7_1001100.1	3.27928960801731	0.08633694182863244	0.2831238361266294	1.2703398392588816e-07	0.1696739219597877	66874	[np.float64(0.9027636625915771), np.float64(0.870738155520262), np.float64(0.8575016383042133), np.float64(0.9249645199738455)]	[np.float64(3.8904166301182403), np.float64(3.4629915183741597), np.float64(3.480013077856203), np.float64(2.6552178709544867)]	82	[67090, 67509, 67581, 69940, 69964, 70014, 70015, 67602]	0.7382044560943644	0.4764397905759162	0.6454035689470466
PF3D7_1001100.2	2.0676850399217903	0.38121376987596745	0.788230008984726	7.021381444656247e-24	6.903135959545846e-10	67416	[inf, np.float64(0.9432709754121448), np.float64(0.9270683412157082), np.float64(0.9162155558252622)]	[np.float64(0.658865255752463), np.float64(11.590145869693348), np.float64(4.488645830769457), np.float64(3.395303095114411)]	75	[67509, 67581, 67602]	0.6496350364963503	0.2754491017964072	0.4240059207427841
PF3D7_1001200.1	1.0109981092502247	0.047459316333229695	0.047981279079203534	0.572739053760726	0.19169103563001597	69889	[np.float64(0.9598722843592911), np.float64(0.959286019180372), np.float64(0.9598124877401526), np.float64(0.9594914434650306)]	[np.float64(10.964457864851484), np.float64(10.100137541486317), np.float64(10.620377240534367), np.float64(11.225838014437107)]	1725	[69940, 69964, 70014, 70015]	0.7410668047643707	0.4903264812575574	0.6616495005648801
PF3D7_1001300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	28	[72732, 72753, 74421, 74437]	0.0	0.0	0.0
PF3D7_1001400.1	0.7904946849202529	0.3084373905940016	0.24381811789523028	0.3689984134297435	0.23063817257441954	74363	[np.float64(0.973681911415362), np.float64(0.9853831241395007), np.float64(0.9885007003223036), np.float64(0.9397359903665885)]	[np.float64(1.2220973788213427), np.float64(3.735791735875926), np.float64(12.868733216617787), np.float64(1.9298844553111623)]	43	[74421, 74437]	0.6395348837209303	0.35365853658536583	0.5529933481152993
PF3D7_1001500.1	6.48696177573664	0.005849921291509159	0.03794821580908783	0.0007307983408711477	0.8219590331979376	80868	[np.float64(0.9823794106329612), np.float64(0.9860842449651018), np.float64(0.9497073704921178), np.float64(0.9872834665142717)]	[np.float64(44.172620077748284), np.float64(3.08355244362517), np.float64(29.133764635572373), np.float64(13.281006062225082)]	257	[80940]	0.9382716049382717	0.7204968944099379	0.7678980058842759
PF3D7_1001600.1	1.974451303601197	0.2102994555353902	0.41522603412847314	1.329991016867947e-17	0.01339862380254651	85913	[np.float64(0.74292528374165), np.float64(0.9203487283821385), np.float64(0.913181261474228), np.float64(0.8554666084344813)]	[np.float64(39.29923940668777), np.float64(63.40791863659548), np.float64(10.363066566057611), np.float64(43.11548118723378)]	225	[85825, 85980]	0.9121338912133892	0.6170731707317073	0.6765159991049451
PF3D7_1001700.1	2.072177582665096	0.16438877578118083	0.34064273601552175	2.2487130262699038e-05	0.8178717941104634	92066	[np.float64(0.9736108203622253), np.float64(0.9840510929501095), np.float64(0.9891240414082947), np.float64(0.9799771729075814)]	[np.float64(3.400975026256415), np.float64(3.6494079552434977), np.float64(2.1814491015009727), np.float64(6.648599651328099)]	101	[92125, 92303]	0.7445652173913043	0.437299035369775	0.5873213321754642
PF3D7_1001800.1	0.9671076938182924	0.2131238790277692	0.2061137431441546	0.899058787270133	0.6798066321965561	95799	[np.float64(0.9393559750199484), np.float64(0.9803782165526079), np.float64(0.9784053240598637), np.float64(0.9697996328138149)]	[np.float64(10.591915592481543), np.float64(3.8526899107867933), np.float64(27.782017580396012), np.float64(30.86009595587861)]	82	[95859, 95886]	0.8943089430894309	0.5703971119133574	0.637807679684936
PF3D7_1001900.1	1.9626893341884353	0.15547993095796336	0.305158802171549	1.182845136379626e-09	0.21944536979158447	98775	[np.float64(0.9170179767134876), np.float64(0.8872254960880568), np.float64(0.8374513658235052), np.float64(0.8807687181950858)]	[np.float64(19.179551222530687), np.float64(39.27827443631634), np.float64(2.5872208978701736), np.float64(6.388664738625555)]	201	[98605, 98648, 98866, 98881]	0.7013487475915222	0.294770206022187	0.4202904860591073
PF3D7_1002000.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1002100.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	22	[106402]	0.0	0.0	0.0
PF3D7_1002200.1	2.653230799755391	0.36237836152072855	0.9614734299516908	7.967452306084112e-37	3.1101738129227865e-09	116596	[np.float64(0.8346563821437076), inf, np.float64(0.6266244889893657), np.float64(0.58106802848402)]	[np.float64(0.3436207869728609), np.float64(1.409604287606093), np.float64(0.19469026961490976), np.float64(0.13789473039115135)]	106	[116518, 116532]	0.8768768768768769	0.48058252427184467	0.5480615773374119
PF3D7_1002300.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	8	[]	0.0	0.0	0.0
PF3D7_1002400.1	2.608484264218182	0.10540253409566075	0.27494085159725146	4.378149458765012e-50	0.009426268563488409	123628	[np.float64(0.9516088120512494), np.float64(0.9008237304159707), np.float64(0.902159778038139), np.float64(0.8428736211216666)]	[np.float64(0.032005826835229026), np.float64(0.05821644371434767), np.float64(0.08113810665767293), np.float64(0.08831653404894352)]	840	[123517, 124775, 125215, 125226]	0.901639344262295	0.5018773466833543	0.5566276026851747
PF3D7_1002400.2	2.608484264218182	0.10540253409566075	0.27494085159725146	4.378149458765012e-50	0.009426268563488409	123628	[np.float64(0.9516088120512494), np.float64(0.9008237304159707), np.float64(0.902159778038139), np.float64(0.8428736211216666)]	[np.float64(0.032005826835229026), np.float64(0.05821644371434767), np.float64(0.08113810665767293), np.float64(0.08831653404894352)]	840	[123517, 124775, 125215, 125226]	0.901639344262295	0.5018773466833543	0.5566276026851747
PF3D7_1002500.1	2.095228201599659	0.046005948587210535	0.09639296092126749	0.0015650157016900733	0.061255279170143395	123329	[np.float64(0.9579924159456865), np.float64(0.9751179063116455), np.float64(0.9824239059560078), np.float64(0.9800870698445724)]	[np.float64(9.692642309802935), np.float64(12.175474051791035), np.float64(6.789120296246335), np.float64(5.285288691563125)]	208	[123390, 123415]	0.8148148148148149	0.545751633986928	0.6697860962566844
PF3D7_1002600.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	8	[125215, 125226, 128081]	0.0	0.0	0.0
PF3D7_1002700.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	18	[128081, 132389, 132401, 132415]	0.0	0.0	0.0
PF3D7_1002800.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	21	[132415, 137744, 137795]	0.0	0.0	0.0
PF3D7_1002900.1	3.143657869754318	0.05042391010541761	0.15851552182668036	2.691617435851478e-18	0.7697119104068637	140160	[np.float64(0.7367264231622592), np.float64(0.7490291794234449), np.float64(0.7591160048432211), np.float64(0.8409093175247989)]	[np.float64(0.13998948069000378), np.float64(0.13407673838367273), np.float64(0.14847627560944532), np.float64(0.20151147653641646)]	365	[137744, 137795, 140029, 140060]	0.8153284671532846	0.45374449339207046	0.5565174180368277
PF3D7_1003000.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	0	[]	0.0	0.0	0.0
PF3D7_1003100.1	1.1374267358326713	0.1870236293478409	0.21272567625269406	0.4221573220670681	0.30561771143012384	148713	[np.float64(0.8964098457603559), np.float64(0.9068199261507425), np.float64(0.8872748424458023), np.float64(0.8116967463840984)]	[np.float64(0.06799753614917566), np.float64(0.07004221066078115), np.float64(0.11006946440815717), np.float64(0.0823820978307128)]	249	[148640, 148692, 148960, 148978]	0.7547770700636943	0.5411764705882353	0.7170017374038222
PF3D7_1003200.1	1.5880543106103566	0.19877833698971908	0.3156707949124815	0.0180342333550406	0.29111163404210827	150349	[np.float64(0.8653335665421205), np.float64(0.848964890969852), np.float64(0.9050209664863791), np.float64(0.8237899431448165)]	[np.float64(0.07867278816397136), np.float64(0.046982712750406816), np.float64(0.17066436708003827), np.float64(0.1831494923294922)]	76	[148960, 148978, 150255, 150266]	0.5850340136054422	0.2592592592592593	0.44315245478036186
PF3D7_1003300.1	4.285535555793257	0.07993610399625438	0.34256901586753563	3.416880348323033e-07	0.6708596754089449	150127	[np.float64(0.9483718922682336), np.float64(0.9533503263290022), np.float64(0.8660765862116704), np.float64(0.8376278006035736)]	[np.float64(76.6722291750782), np.float64(59.792230203788456), np.float64(5.633473699516292), np.float64(17.185115867883386)]	49	[150226, 150246]	0.6538461538461539	0.3360000000000001	0.5138823529411766
PF3D7_1003400.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	4	[]	0.0	0.0	0.0
PF3D7_1003500.1	2.425600023400161	0.01889950087462489	0.045842629763741496	1.1459287328651705e-20	0.69935809975288	159810	[np.float64(0.9280638829298185), np.float64(0.9215001058629517), np.float64(0.9270567515304318), np.float64(0.9603217286020629)]	[np.float64(47.71955310916557), np.float64(46.55548153606881), np.float64(66.22036712376787), np.float64(189.9042133110306)]	2539	[159899, 159916, 159900]	0.8214656425160889	0.5131322399357724	0.6246545362068778
PF3D7_1003600.1	1.2883247360260872	0.34931228702085204	0.450027659966808	0.391375608031993	0.696072286628043	166429	[np.float64(0.8294564497028887), np.float64(0.8270340224604067), np.float64(0.9644457183322623), np.float64(0.914460817736052)]	[np.float64(0.517833309409391), np.float64(0.23061900389077286), np.float64(0.5585590936622211), np.float64(0.683973400525873)]	67	[166147, 166236, 166491]	0.7241379310344828	0.35051546391752575	0.48404516445753554
PF3D7_1003700.1	0.0	0.0	0.0	0.0	0.0	0	[]	[]	34	[166406, 166435, 171895]	0.0	0.0	0.0
